timestamp,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,vel_x,vel_y,vel_z,bg_x,bg_y,bg_z,ba_x,ba_y,ba_z,grav_x,grav_y,grav_z,delta_pos_x,delta_pos_y,delta_pos_z,delta_rot_x,delta_rot_y,delta_rot_z,P_d0,P_d1,P_d2,P_d3,P_d4,P_d5,P_d6,P_d7,P_d8,P_d9,P_d10,P_d11,P_d12,P_d13,P_d14,P_d15,P_d16,P_d17,P_d18,P_d19,P_d20,P_d21,P_d22,effct_feat_num,feats_down_size,res_mean,icp_time,kdtree_size,global_match,wall_time,kdtree_incre_time,rebuild_active,rebuild_queue,safe_blocked,time_imu,time_ds,time_ekf,time_map,time_pub,buf_lidar,buf_imu
4.496520,0.009147,-0.001636,-0.010731,-0.001456,0.000698,0.000262,0.022440,-0.009180,-0.002982,0.017218,-0.002248,-0.018492,-0.019321,-0.001936,0.003686,1.018511,0.045018,-9.755875,0.003398,-0.001789,-0.003090,0.000084,-0.000283,-0.000130,0.0000144141,0.0000137712,0.0000157257,0.0000071807,0.0000071935,0.0000100227,0.0000071491,0.0000071293,0.0000099729,0.0000099989,0.0000099995,0.0000099986,0.0001449371,0.0001371950,0.0001497939,0.0000923956,0.0000923841,0.0000938184,0.0007155837,0.0007194818,0.0002587722,0.0000071107,0.0000071074,668,950,0.03362826,0.009516,6353.000000,0,846.563449,0.001497,0,0,0,0.0006,0.0008,0.0095,0.0015,0.0003,-0.0022,3,-440817252
4.596580,0.008953,-0.003065,-0.007463,-0.001441,0.000786,-0.000251,0.019688,-0.009012,0.009837,0.017217,-0.002259,-0.018411,-0.017272,-0.001476,-0.001524,1.017111,0.044614,-9.756023,-0.000195,-0.001429,0.003268,0.000016,0.000088,-0.000513,0.0000145689,0.0000136874,0.0000159481,0.0000071658,0.0000071770,0.0000100155,0.0000071285,0.0000071086,0.0000099725,0.0000099989,0.0000099995,0.0000099986,0.0001467767,0.0001360974,0.0001536471,0.0000908405,0.0000908294,0.0000922141,0.0007130426,0.0007170237,0.0002476018,0.0000070907,0.0000070869,660,937,0.03156301,0.008976,6430.000000,0,846.662882,0.003308,0,0,0,0.0006,0.0008,0.0090,0.0034,0.0006,-0.0023,3,1975050457
4.696665,0.007378,-0.000973,-0.004527,-0.001429,0.001099,0.000739,0.010697,0.004063,0.014066,0.017217,-0.002322,-0.018612,-0.014691,-0.003471,-0.004572,1.015072,0.046384,-9.756227,-0.001575,0.002092,0.002937,0.000012,0.000313,0.000990,0.0000144035,0.0000136515,0.0000161581,0.0000071625,0.0000071540,0.0000100222,0.0000071101,0.0000070883,0.0000099721,0.0000099989,0.0000099995,0.0000099986,0.0001423725,0.0001353552,0.0001544363,0.0000893015,0.0000892901,0.0000906272,0.0007105608,0.0007148459,0.0002368587,0.0000070711,0.0000070688,680,937,0.03135079,0.008908,6504.000000,0,846.762822,0.001597,0,0,0,0.0006,0.0008,0.0089,0.0016,0.0003,-0.0023,4,-817076247
4.795242,0.007436,-0.001910,-0.006685,-0.000732,0.001534,0.000859,0.009056,-0.001781,0.000756,0.017117,-0.002384,-0.018656,-0.013840,-0.002424,0.000317,1.013971,0.045472,-9.756345,0.000058,-0.000937,-0.002158,0.000697,0.000435,0.000121,0.0000145640,0.0000137983,0.0000160600,0.0000071410,0.0000071387,0.0000100163,0.0000070942,0.0000070723,0.0000099718,0.0000099989,0.0000099995,0.0000099986,0.0001474683,0.0001394129,0.0001542456,0.0000878787,0.0000878678,0.0000891612,0.0007085380,0.0007129827,0.0002265594,0.0000070556,0.0000070532,632,909,0.03358789,0.008273,6530.000000,0,846.866155,0.001528,0,0,0,0.0006,0.0008,0.0083,0.0016,0.0007,-0.0024,2,373393159
4.902282,0.006474,-0.003289,-0.007486,-0.001769,0.000916,0.000553,0.005889,-0.005700,-0.003364,0.017275,-0.002279,-0.018596,-0.012506,-0.001523,0.001457,1.012720,0.044683,-9.756479,-0.000961,-0.001379,-0.000801,-0.001037,-0.000618,-0.000306,0.0000142593,0.0000135944,0.0000160333,0.0000071132,0.0000071180,0.0000100224,0.0000070785,0.0000070555,0.0000099714,0.0000099989,0.0000099995,0.0000099985,0.0001461151,0.0001396367,0.0001580033,0.0000866362,0.0000866257,0.0000878813,0.0007065126,0.0007111343,0.0002173734,0.0000070394,0.0000070377,716,968,0.03103938,0.008343,6616.000000,0,846.962295,0.001764,0,0,0,0.0007,0.0008,0.0083,0.0018,0.0119,-0.0023,3,1224923082
4.996857,0.006848,-0.001882,-0.008679,-0.000635,-0.000376,0.000564,0.009195,0.003266,-0.004627,0.017083,-0.002056,-0.018601,-0.012289,-0.002619,0.002359,1.012461,0.045653,-9.756501,0.000374,0.001406,-0.001193,0.001133,-0.001293,0.000010,0.0000148835,0.0000135343,0.0000160834,0.0000071113,0.0000071044,0.0000100145,0.0000070653,0.0000070437,0.0000099711,0.0000099989,0.0000099995,0.0000099985,0.0001517461,0.0001347994,0.0001543332,0.0000852271,0.0000852168,0.0000864297,0.0007050925,0.0007095899,0.0002092003,0.0000070280,0.0000070248,670,942,0.03619230,0.026356,6704.000000,0,847.082243,0.001708,0,0,0,0.0019,0.0024,0.0264,0.0018,0.0003,-0.0021,3,-1704428493
5.096487,0.005789,-0.007395,-0.005619,-0.001810,0.000222,0.000641,0.006167,-0.017763,0.003757,0.017324,-0.002151,-0.018617,-0.010959,0.000723,-0.001538,1.011593,0.042694,-9.756605,-0.001059,-0.005513,0.003060,-0.001175,0.000598,0.000077,0.0000143937,0.0000138338,0.0000160164,0.0000071167,0.0000071021,0.0000100173,0.0000070547,0.0000070300,0.0000099708,0.0000099989,0.0000099995,0.0000099985,0.0001392600,0.0001373984,0.0001514516,0.0000838814,0.0000838713,0.0000850443,0.0007034024,0.0007083493,0.0002017904,0.0000070148,0.0000070143,663,921,0.03528714,0.011775,6804.000000,0,847.165754,0.003225,0,0,0,0.0006,0.0008,0.0118,0.0033,0.0005,-0.0022,3,-1649863382
5.196514,0.002313,-0.003836,-0.008774,-0.001679,0.001286,0.000530,-0.007368,0.002518,-0.010160,0.017278,-0.002316,-0.018619,-0.008897,-0.001954,0.002272,1.009505,0.045067,-9.756810,-0.003476,0.003560,-0.003155,0.000131,0.001065,-0.000109,0.0000141195,0.0000136968,0.0000159169,0.0000070805,0.0000070825,0.0000100160,0.0000070438,0.0000070191,0.0000099705,0.0000099989,0.0000099995,0.0000099985,0.0001415840,0.0001379801,0.0001544151,0.0000827519,0.0000827425,0.0000838828,0.0007020753,0.0007070801,0.0001951287,0.0000070042,0.0000070036,668,913,0.03314834,0.015528,6899.000000,0,847.369487,0.001486,0,0,0,0.0006,0.0008,0.0155,0.0015,0.0007,-0.0023,20,1475808311
5.295230,-0.000401,-0.000717,-0.007886,-0.001187,-0.000121,0.000081,-0.010583,0.014892,-0.004457,0.017210,-0.002096,-0.018571,-0.007751,-0.003379,0.000261,1.008634,0.046316,-9.756895,-0.002714,0.003118,0.000888,0.000492,-0.001407,-0.000450,0.0000147034,0.0000137960,0.0000160680,0.0000070708,0.0000070838,0.0000100195,0.0000070340,0.0000070101,0.0000099703,0.0000099989,0.0000099995,0.0000099985,0.0001497424,0.0001379310,0.0001547113,0.0000815151,0.0000815063,0.0000826110,0.0007009952,0.0007059301,0.0001888242,0.0000069956,0.0000069939,656,941,0.03229448,0.022764,6923.000000,0,847.519754,0.001684,0,0,0,0.0007,0.0008,0.0228,0.0017,0.0005,-0.0021,10,1077465146
5.405189,0.005059,-0.000716,-0.008637,-0.001580,-0.001453,0.000409,0.019466,0.012937,-0.004318,0.017214,-0.002084,-0.018599,-0.010763,-0.002819,0.000560,1.011248,0.045825,-9.756626,0.005460,0.000001,-0.000751,-0.000392,-0.001332,0.000328,0.0000157591,0.0000144336,0.0000168525,0.0000070889,0.0000071188,0.0000100554,0.0000070275,0.0000070036,0.0000099702,0.0000099989,0.0000099995,0.0000099985,0.0005412003,0.0005231957,0.0005478943,0.0000818579,0.0000818489,0.0000829506,0.0007006357,0.0007056043,0.0001849186,0.0000069892,0.0000069875,446,643,0.03013622,0.005788,6974.000000,0,847.582579,0.005649,0,0,0,0.0003,0.0004,0.0058,0.0057,0.0261,-0.0021,3,395129708
5.510891,0.007251,0.001807,-0.009412,0.005272,-0.000389,0.014308,0.013994,0.018279,-0.001143,0.017131,-0.002101,-0.018763,-0.010840,-0.003108,0.000727,1.011302,0.046079,-9.756620,0.002193,0.002523,-0.000775,0.006862,0.001051,0.013894,0.0000281558,0.0000251574,0.0000287338,0.0000123214,0.0000272963,0.0000748970,0.0000070271,0.0000070035,0.0000099702,0.0000099989,0.0000099995,0.0000099985,0.0013393378,0.0013042926,0.0013013805,0.0000825193,0.0000825126,0.0000836176,0.0007013902,0.0007063259,0.0001852786,0.0000069892,0.0000069872,21,36,0.02389366,0.000478,7004.000000,0,847.668198,0.001469,0,0,0,0.0001,0.0001,0.0005,0.0015,0.0002,-0.0021,26,677689596
5.598195,0.010682,-0.002940,-0.015491,-0.000369,0.000928,0.001494,0.027536,-0.018053,-0.016155,0.017258,-0.002138,-0.018415,-0.011120,-0.002348,0.002207,1.011465,0.045421,-9.756606,0.003431,-0.004747,-0.006079,-0.005633,0.001324,-0.012816,0.0000155861,0.0000150196,0.0000178629,0.0000070675,0.0000070578,0.0000100048,0.0000070196,0.0000069946,0.0000099699,0.0000099986,0.0000099992,0.0000099984,0.0007535357,0.0007166759,0.0007188688,0.0000826039,0.0000825988,0.0000837010,0.0007005899,0.0007058379,0.0001796660,0.0000069801,0.0000069796,926,1335,0.08147038,0.110710,7002.000000,0,847.966392,0.000087,0,0,0,0.0010,0.0012,0.1107,0.0001,0.0001,-0.0021,2,-706837043
5.754587,0.007405,-0.001394,-0.013168,-0.001794,0.000333,0.000752,0.001164,-0.004768,0.005247,0.017358,-0.002018,-0.018390,-0.010624,-0.002592,0.001422,1.011066,0.045593,-9.756646,-0.003277,0.001546,0.002323,-0.001426,-0.000594,-0.000743,0.0000142020,0.0000136373,0.0000159112,0.0000070608,0.0000070618,0.0000100153,0.0000070192,0.0000069941,0.0000099699,0.0000099971,0.0000099981,0.0000099981,0.0007160105,0.0006789380,0.0006994527,0.0000826495,0.0000826447,0.0000837492,0.0007006757,0.0007059336,0.0001794553,0.0000069798,0.0000069793,726,1015,0.02915986,0.010361,7138.000000,0,849.014470,0.018293,0,0,0,0.0006,0.0008,0.0104,0.0188,0.0045,-0.0020,20,-2061237504
5.814237,0.006009,-0.000630,-0.012348,-0.001887,0.000393,0.000679,-0.006754,-0.000204,0.009070,0.017382,-0.001986,-0.018387,-0.010430,-0.002670,0.001204,1.010904,0.045648,-9.756663,-0.001396,0.000764,0.000819,-0.000092,0.000060,-0.000073,0.0000127729,0.0000123427,0.0000139691,0.0000070430,0.0000070303,0.0000099924,0.0000070189,0.0000069935,0.0000099691,0.0000099965,0.0000099976,0.0000099979,0.0006618565,0.0006266824,0.0006468846,0.0000826480,0.0000826433,0.0000837492,0.0007006473,0.0007059181,0.0001793369,0.0000069796,0.0000069792,723,1015,0.02651559,0.010109,7188.000000,0,849.063554,0.001484,0,0,0,0.0000,0.0002,0.0101,0.0015,0.0003,-0.0020,20,1542654674
5.927808,-0.004200,0.002167,-0.013893,-0.000459,0.000910,0.000476,-0.070460,0.020012,-0.013495,0.017431,-0.001773,-0.018377,-0.010135,-0.002776,0.001595,1.010618,0.045691,-9.756692,-0.010209,0.002797,-0.001544,0.001428,0.000516,-0.000202,0.0000169766,0.0000157313,0.0000204126,0.0000070764,0.0000070848,0.0000100147,0.0000070182,0.0000069929,0.0000099691,0.0000099965,0.0000099975,0.0000099979,0.0020947247,0.0020480081,0.0022483304,0.0000852746,0.0000852717,0.0000863941,0.0007033518,0.0007086121,0.0001817862,0.0000069792,0.0000069787,668,919,0.03023908,0.010561,7169.000000,0,849.115130,0.001744,0,0,0,0.0011,0.0013,0.0106,0.0018,0.0007,-0.0018,11,-1496278311
5.999874,0.003271,0.005723,-0.010908,-0.001504,-0.000041,-0.000064,0.041584,0.038169,0.022269,0.017476,-0.001667,-0.018325,-0.010835,-0.002883,0.001108,1.011243,0.045789,-9.756627,0.007471,0.003556,0.002985,-0.001045,-0.000951,-0.000541,0.0000154891,0.0000148771,0.0000188450,0.0000070625,0.0000070710,0.0000100008,0.0000070176,0.0000069923,0.0000099690,0.0000099965,0.0000099975,0.0000099979,0.0006452126,0.0006083399,0.0008293812,0.0000846533,0.0000846508,0.0000857534,0.0007033761,0.0007086350,0.0001815499,0.0000069787,0.0000069782,820,1155,0.03246574,0.013153,7053.000000,0,849.317399,0.002443,0,0,0,0.0008,0.0010,0.0132,0.0025,0.0005,-0.0017,6,589772193
6.095483,0.013712,0.005722,-0.016390,0.000440,-0.000726,0.000461,0.078771,0.018334,-0.008366,0.017450,-0.001614,-0.018348,-0.011283,-0.002620,0.002008,1.011553,0.045563,-9.756596,0.010441,-0.000002,-0.005482,0.001944,-0.000685,0.000524,0.0000154682,0.0000149758,0.0000174196,0.0000070762,0.0000070928,0.0000100206,0.0000070172,0.0000069918,0.0000099690,0.0000099965,0.0000099975,0.0000099979,0.0006243252,0.0006025276,0.0006876488,0.0000848233,0.0000848208,0.0000859196,0.0007036500,0.0007089123,0.0001816187,0.0000069782,0.0000069777,634,905,0.02952962,0.008320,7145.000000,0,849.412173,0.001773,0,0,0,0.0005,0.0007,0.0083,0.0018,0.0007,-0.0016,1,-258523537
6.193574,0.010269,0.003438,-0.012086,-0.000664,0.000653,0.000598,0.004973,-0.009636,0.012609,0.017450,-0.001624,-0.018353,-0.010124,-0.002137,0.001435,1.010627,0.045186,-9.756694,-0.003443,-0.002284,0.004304,-0.001104,0.001379,0.000138,0.0000159142,0.0000148749,0.0000177338,0.0000070738,0.0000070703,0.0000100245,0.0000070162,0.0000069907,0.0000099690,0.0000099965,0.0000099975,0.0000099978,0.0007061514,0.0006755347,0.0007565219,0.0000851545,0.0000851519,0.0000862467,0.0007040167,0.0007092779,0.0001816327,0.0000069773,0.0000069768,667,988,0.03191419,0.010833,7202.000000,0,849.614912,0.001533,0,0,0,0.0007,0.0009,0.0108,0.0016,0.0004,-0.0016,16,2065002172
6.292577,0.002412,-0.000382,-0.008310,-0.001831,0.001062,0.000298,-0.049767,-0.030307,0.008669,0.017442,-0.001593,-0.018350,-0.009272,-0.001816,0.000929,1.009957,0.044932,-9.756764,-0.007857,-0.003820,0.003776,-0.001166,0.000409,-0.000300,0.0000162823,0.0000148040,0.0000184456,0.0000070695,0.0000070741,0.0000100185,0.0000070150,0.0000069895,0.0000099689,0.0000099965,0.0000099975,0.0000099978,0.0006236393,0.0005810357,0.0006851316,0.0000853905,0.0000853879,0.0000864784,0.0007042791,0.0007095415,0.0001814054,0.0000069762,0.0000069756,671,960,0.02829319,0.013219,7183.000000,0,849.667181,0.002615,0,0,0,0.0005,0.0007,0.0132,0.0027,0.0003,-0.0016,11,1297604962
6.395385,0.005515,-0.000032,-0.013306,-0.000289,0.000302,0.000613,-0.010871,-0.011891,-0.017498,0.017404,-0.001598,-0.018366,-0.010190,-0.002230,0.002110,1.010636,0.045271,-9.756692,0.003103,0.000349,-0.004996,0.001541,-0.000760,0.000315,0.0000160596,0.0000145195,0.0000182667,0.0000070682,0.0000070738,0.0000100162,0.0000070139,0.0000069883,0.0000099688,0.0000099965,0.0000099975,0.0000099978,0.0005170433,0.0004808436,0.0005593399,0.0000853233,0.0000853208,0.0000864038,0.0007043392,0.0007096068,0.0001809008,0.0000069749,0.0000069744,695,982,0.03110844,0.017553,7236.000000,0,849.922648,0.001649,0,0,0,0.0014,0.0018,0.0176,0.0017,0.0006,-0.0016,8,-757526945
6.496472,0.006199,0.001121,-0.013080,-0.000396,0.000413,0.000537,-0.007001,-0.005410,-0.015942,0.017413,-0.001605,-0.018363,-0.010267,-0.002372,0.002047,1.010702,0.045388,-9.756685,0.000683,0.001154,0.000225,-0.000107,0.000110,-0.000075,0.0000135788,0.0000126201,0.0000150342,0.0000070442,0.0000070336,0.0000099927,0.0000070136,0.0000069876,0.0000099681,0.0000099965,0.0000099974,0.0000099978,0.0004539431,0.0004254449,0.0004873110,0.0000853233,0.0000853207,0.0000864037,0.0007042961,0.0007095773,0.0001807552,0.0000069746,0.0000069742,699,982,0.02878211,0.009276,7262.000000,0,849.962614,0.001577,0,0,0,0.0000,0.0002,0.0093,0.0016,0.0004,-0.0016,8,-1386440257
6.595870,0.000811,0.005763,-0.013199,-0.001591,0.000790,-0.000424,-0.027850,0.036731,-0.010475,0.017498,-0.001573,-0.018347,-0.009849,-0.002947,0.001308,1.010405,0.045856,-9.756714,-0.005388,0.004642,-0.000119,-0.001195,0.000378,-0.000961,0.0000161885,0.0000149446,0.0000194657,0.0000070711,0.0000070762,0.0000100077,0.0000070120,0.0000069858,0.0000099680,0.0000099965,0.0000099974,0.0000099978,0.0013924411,0.0013277630,0.0015353746,0.0000873158,0.0000873134,0.0000883970,0.0007061351,0.0007114351,0.0001816742,0.0000069727,0.0000069723,721,1007,0.02887091,0.010454,7266.000000,0,850.014386,0.001266,0,0,0,0.0006,0.0007,0.0105,0.0013,0.0005,-0.0016,4,-1753046393
6.699509,0.001425,0.004929,-0.020275,-0.000753,-0.000564,0.000136,-0.006700,0.005184,-0.052030,0.017505,-0.001554,-0.018355,-0.010112,-0.002657,0.002115,1.010569,0.045626,-9.756698,0.000614,-0.000834,-0.007075,0.000838,-0.001354,0.000559,0.0000177184,0.0000152814,0.0000195372,0.0000070636,0.0000070776,0.0000100140,0.0000070115,0.0000069854,0.0000099680,0.0000099965,0.0000099974,0.0000099977,0.0008942054,0.0007711334,0.0009754681,0.0000876314,0.0000876291,0.0000887088,0.0007065209,0.0007118331,0.0001816721,0.0000069721,0.0000069717,652,946,0.03394308,0.013324,7366.000000,0,850.117675,0.001389,0,0,0,0.0008,0.0011,0.0133,0.0014,0.0005,-0.0016,1,-1501967976
6.796546,-0.000334,-0.002552,-0.008227,-0.001047,0.001678,0.000306,-0.004302,-0.037343,0.024821,0.017548,-0.001561,-0.018361,-0.009972,-0.002179,0.000022,1.010583,0.045233,-9.756698,-0.001758,-0.007481,0.012048,-0.000294,0.002242,0.000171,0.0000161782,0.0000155446,0.0000185902,0.0000070826,0.0000070710,0.0000100170,0.0000070112,0.0000069850,0.0000099680,0.0000099965,0.0000099974,0.0000099977,0.0007482511,0.0007316106,0.0008192252,0.0000879851,0.0000879828,0.0000890594,0.0007069459,0.0007122738,0.0001818476,0.0000069716,0.0000069713,650,924,0.03115847,0.009460,7388.000000,0,850.163244,0.005065,0,0,0,0.0005,0.0006,0.0095,0.0051,0.0007,-0.0016,4,-666124444
6.896710,0.003142,-0.006068,-0.002481,-0.001906,0.000629,0.000633,0.026317,-0.031429,0.042757,0.017580,-0.001509,-0.018381,-0.010325,-0.002245,-0.000571,1.010896,0.045280,-9.756665,0.003476,-0.003516,0.005745,-0.000859,-0.001049,0.000326,0.0000157984,0.0000151201,0.0000177935,0.0000070642,0.0000070578,0.0000100259,0.0000070106,0.0000069844,0.0000099680,0.0000099965,0.0000099974,0.0000099977,0.0005262644,0.0004976215,0.0005737684,0.0000879230,0.0000879208,0.0000889899,0.0007070773,0.0007124045,0.0001816552,0.0000069708,0.0000069705,675,992,0.03110492,0.017556,7452.000000,0,850.272187,0.001432,0,0,0,0.0011,0.0014,0.0176,0.0016,0.0003,-0.0015,2,1540573422
6.996824,0.002667,-0.004404,-0.000801,-0.002065,0.000663,-0.000259,0.009913,-0.006258,0.028036,0.017572,-0.001525,-0.018332,-0.009986,-0.002775,-0.000069,1.010599,0.045701,-9.756694,-0.000475,0.001664,0.001681,-0.000159,0.000034,-0.000893,0.0000165497,0.0000146726,0.0000179707,0.0000070648,0.0000070684,0.0000100169,0.0000070097,0.0000069835,0.0000099679,0.0000099964,0.0000099974,0.0000099977,0.0003678371,0.0003177636,0.0003954427,0.0000875059,0.0000875039,0.0000885594,0.0007070575,0.0007123702,0.0001811887,0.0000069698,0.0000069694,632,899,0.02973380,0.013970,7472.000000,0,850.368570,0.002624,0,0,0,0.0010,0.0013,0.0140,0.0027,0.0005,-0.0015,3,396832157
7.095795,0.002972,-0.000881,-0.003633,-0.001587,0.000568,0.000241,0.006107,0.014399,0.008473,0.017550,-0.001522,-0.018348,-0.009872,-0.003348,0.001368,1.010424,0.046153,-9.756710,0.000305,0.003523,-0.002832,0.000478,-0.000095,0.000500,0.0000155026,0.0000141353,0.0000178502,0.0000070671,0.0000070639,0.0000100126,0.0000070084,0.0000069821,0.0000099679,0.0000099964,0.0000099974,0.0000099977,0.0005119653,0.0004904801,0.0005449215,0.0000876625,0.0000876604,0.0000887109,0.0007071902,0.0007125090,0.0001807238,0.0000069683,0.0000069680,695,978,0.02855118,0.012975,7475.000000,0,850.467117,0.002267,0,0,0,0.0007,0.0009,0.0130,0.0023,0.0004,-0.0015,1,-1019983841
7.196675,0.005910,0.000686,-0.009941,-0.000744,0.000342,0.000696,0.010365,0.013568,-0.030856,0.017524,-0.001516,-0.018360,-0.010232,-0.003331,0.003325,1.010586,0.046141,-9.756693,0.002938,0.001567,-0.006308,0.000843,-0.000227,0.000455,0.0000156440,0.0000148634,0.0000177994,0.0000070813,0.0000070621,0.0000100157,0.0000070069,0.0000069806,0.0000099678,0.0000099964,0.0000099974,0.0000099977,0.0007672103,0.0007536237,0.0007738110,0.0000880268,0.0000880248,0.0000890720,0.0007074661,0.0007127922,0.0001802375,0.0000069669,0.0000069665,623,910,0.02741407,0.009759,7499.000000,0,850.563981,0.001957,0,0,0,0.0007,0.0009,0.0098,0.0020,0.0004,-0.0015,2,-1251799695
7.296344,0.002219,0.003095,-0.009021,-0.002135,0.000943,0.000054,-0.014544,0.022876,-0.027066,0.017553,-0.001500,-0.018351,-0.009602,-0.003454,0.002170,1.010166,0.046239,-9.756737,-0.003692,0.002409,0.000920,-0.001391,0.000602,-0.000642,0.0000173959,0.0000154444,0.0000182572,0.0000070585,0.0000070723,0.0000100390,0.0000070056,0.0000069794,0.0000099677,0.0000099964,0.0000099974,0.0000099977,0.0008920696,0.0008252931,0.0009013324,0.0000884626,0.0000884606,0.0000895054,0.0007078365,0.0007131515,0.0001798235,0.0000069656,0.0000069651,602,866,0.02714430,0.012031,7577.000000,0,850.616243,0.001356,0,0,0,0.0008,0.0010,0.0120,0.0014,0.0003,-0.0015,1,-610659875
7.398094,-0.000276,0.009944,-0.012964,-0.001450,0.000297,-0.000605,-0.022252,0.047452,-0.031920,0.017570,-0.001488,-0.018339,-0.009511,-0.003907,0.002433,1.010079,0.046592,-9.756744,-0.002494,0.006849,-0.003943,0.000685,-0.000645,-0.000659,0.0000164771,0.0000145116,0.0000182708,0.0000070582,0.0000070694,0.0000100100,0.0000070049,0.0000069785,0.0000099677,0.0000099964,0.0000099974,0.0000099977,0.0011802201,0.0011226564,0.0012405932,0.0000891730,0.0000891710,0.0000902142,0.0007084631,0.0007138084,0.0001799245,0.0000069646,0.0000069642,698,1019,0.03075193,0.012896,7618.000000,0,850.867107,0.002992,0,0,0,0.0007,0.0009,0.0129,0.0030,0.0003,-0.0015,1,-245803189
7.496532,0.000173,0.009167,-0.011784,-0.001544,0.000584,-0.000542,-0.019326,0.043292,-0.025551,0.017566,-0.001495,-0.018340,-0.009495,-0.003894,0.002203,1.010073,0.046591,-9.756744,0.000448,-0.000777,0.001180,-0.000094,0.000287,0.000064,0.0000136920,0.0000125408,0.0000148475,0.0000070339,0.0000070234,0.0000099879,0.0000070047,0.0000069780,0.0000099674,0.0000099964,0.0000099974,0.0000099977,0.0011005949,0.0010574964,0.0011474122,0.0000891729,0.0000891709,0.0000902142,0.0007084256,0.0007137862,0.0001797825,0.0000069644,0.0000069641,716,1019,0.02811558,0.009229,7642.000000,0,850.912736,0.003539,0,0,0,0.0000,0.0002,0.0092,0.0038,0.0113,-0.0015,1,-1056570650
7.596600,-0.002292,0.006746,-0.015002,-0.002670,0.000591,0.000118,-0.024748,-0.024866,-0.027542,0.017532,-0.001509,-0.018349,-0.009592,-0.003325,0.001932,1.010163,0.046153,-9.756737,-0.002464,-0.002421,-0.003218,-0.001126,0.000006,0.000660,0.0000175334,0.0000161591,0.0000198656,0.0000070607,0.0000070687,0.0000100162,0.0000070039,0.0000069772,0.0000099673,0.0000099964,0.0000099974,0.0000099977,0.0016609276,0.0015949526,0.0015953429,0.0000911918,0.0000911898,0.0000922302,0.0007104255,0.0007158081,0.0001812382,0.0000069634,0.0000069632,667,955,0.03076734,0.022096,7684.000000,0,851.076147,0.002112,0,0,0,0.0006,0.0008,0.0221,0.0022,0.0003,-0.0015,1,-771863256
7.696629,-0.000491,0.007684,-0.014359,-0.002634,0.000678,0.000161,-0.014199,-0.019042,-0.023453,0.017534,-0.001515,-0.018349,-0.009666,-0.003357,0.001879,1.010220,0.046175,-9.756731,0.001801,0.000938,0.000642,0.000036,0.000087,0.000043,0.0000140598,0.0000132467,0.0000154081,0.0000070349,0.0000070239,0.0000099914,0.0000070037,0.0000069770,0.0000099672,0.0000099964,0.0000099974,0.0000099977,0.0015532737,0.0014953935,0.0014658081,0.0000911918,0.0000911897,0.0000922302,0.0007104115,0.0007157963,0.0001811821,0.0000069633,0.0000069631,670,955,0.02710452,0.014885,7710.000000,0,851.119844,0.003573,0,0,0,0.0000,0.0002,0.0149,0.0037,0.0163,-0.0015,2,1623771016
7.797236,0.008559,0.006860,-0.013790,-0.002056,-0.002088,0.000241,0.037384,0.000427,-0.011913,0.017500,-0.001425,-0.018353,-0.010152,-0.003485,0.001354,1.010609,0.046265,-9.756691,0.009050,-0.000824,0.000569,0.000578,-0.002766,0.000077,0.0000180917,0.0000159556,0.0000199950,0.0000070627,0.0000070742,0.0000100169,0.0000070031,0.0000069764,0.0000099671,0.0000099964,0.0000099974,0.0000099977,0.0012195918,0.0011524051,0.0011414222,0.0000926685,0.0000926665,0.0000937039,0.0007119647,0.0007173553,0.0001823475,0.0000069626,0.0000069624,677,954,0.03441947,0.011688,7722.000000,0,851.315759,0.002637,0,0,0,0.0007,0.0009,0.0117,0.0030,0.0031,-0.0014,1,-1888508233
7.896822,0.009949,0.007922,-0.015370,-0.001926,-0.002198,0.000151,0.044397,0.006024,-0.019620,0.017494,-0.001419,-0.018352,-0.010141,-0.003653,0.001492,1.010581,0.046412,-9.756693,0.001390,0.001062,-0.001580,0.000130,-0.000109,-0.000091,0.0000142594,0.0000130700,0.0000153440,0.0000070327,0.0000070256,0.0000099897,0.0000070022,0.0000069760,0.0000099651,0.0000099963,0.0000099974,0.0000099976,0.0011169992,0.0010699520,0.0010238362,0.0000926684,0.0000926664,0.0000937039,0.0007119503,0.0007173303,0.0001823163,0.0000069625,0.0000069622,683,954,0.02942954,0.027153,7776.000000,0,851.380498,0.002101,0,0,0,0.0000,0.0002,0.0272,0.0022,0.0006,-0.0014,1,-959686069
7.997997,0.009983,0.004837,-0.011495,-0.002059,0.001431,-0.000535,-0.005390,-0.013250,-0.006449,0.017522,-0.001485,-0.018350,-0.009669,-0.003415,0.000628,1.010277,0.046242,-9.756725,0.000035,-0.003085,0.003875,-0.000133,0.003629,-0.000683,0.0000174512,0.0000158041,0.0000202315,0.0000070588,0.0000070695,0.0000100135,0.0000070017,0.0000069754,0.0000099651,0.0000099963,0.0000099974,0.0000099976,0.0022133271,0.0021437956,0.0023052663,0.0000953435,0.0000953416,0.0000963780,0.0007146151,0.0007199977,0.0001845987,0.0000069617,0.0000069614,700,973,0.03032864,0.010124,7781.000000,0,851.614066,0.002523,0,0,0,0.0006,0.0008,0.0101,0.0027,0.0018,-0.0015,6,-309202355
